photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation
YISKwWoqMXM,NIKON CORPORATION,NIKON D3200,100,35,1.8,1/640,1
rC2UStRbYCg,,,,,,,1
QHNb9b9aWWU,Canon,Canon EOS-1D X Mark II,640,200,4,1/800,1
4ORoz9btfgI,NIKON CORPORATION,NIKON D750,50,24,22,6,1
hneAIGb01xQ,DJI,FC300S,400,3.6,2.8,1/160,1
88Kt5KHUe_8,SONY,ILCE-7M2,800,28,5.6,1/60,1
psSssJl50lg,Canon,Canon EOS 7D,800,213,5.6,1/1250,1
yX2V4hxo6Vs,Panasonic,DMC-LX100,2500,20.6,2.6,1/125,1
ai5VAG9UOUM,Go Pro,3 HERO,,,,,0
dLY1k-VeY7Q,,,,,,,0
mFbrMEVKCkc,Apple,iPhone 6s,25,4.2,2.2,1/1183,0
-BZc9Ee1qo0,SONY,ILCE-7M2,800,35,4,30,1
ipC1JLW7xms,Canon,Canon EOS 7D Mark II,640,58,6.3,1/80,1
zlGFO4rS4Yo,FUJIFILM,X-T1,1000,18,2,30,1
Y0yk9JkmDvE,Canon,Canon EOS 5D Mark III,5000,28,1.8,8,1
TvF_tbXRTV8,Canon,Canon EOS 6D,200,35,10,1/200,1
pWt3l_oy7iM,NIKON CORPORATION,NIKON D3300,100,200,11,1/125,1
ygCOdo61k3E,,,,,,,1
QqRuDeIXb5I,Canon,Canon EOS Rebel T7i,400,50,1.8,1/1000,1
LP7VwL1MPDo,Canon,Canon EOS 6D Mark II,1600,24,4,30,1
4_Bc9CSm70A,,,,,,,1
SHcHVFhz7-M,Canon,Canon EOS 6D,6400,28,7.1,30,0
3by7JGEnGxc,DJI,FC220,100,4.7,2.2,1/1600,1
gD9D5yWcz7E,OLYMPUS IMAGING CORP.,E-M5MarkII,200,12,5,1/60,1
DNKdpg0wCa4,FUJIFILM,X-T2,400,115.9,10,1/2000,1
WMLH0gatK50,SONY,ILCE-6000,200,21,4,1/800,0
elcikMY7DoY,Canon,Canon EOS 5D Mark II,100,28,9,1/320,1
cABs_SSYua0,Canon,Canon EOS 7D,2500,50,1.8,1/80,1
wWtOyQJYtG4,Apple,iPhone,,,,,1
zNv1vwEShic,NIKON CORPORATION,NIKON D4S,800,195,2.8,1/6400,0
WKXG_8Ed5d0,Canon,Canon EOS 80D,100,50,1.8,1/1600,1
LuMUjyH8FfQ,Canon,Canon EOS REBEL T5,6400,18,3.5,25,1
ZUV1IgqvWlA,NIKON CORPORATION,NIKON D750,640,50,2,1/320,1
YcjuitSsPIw,DJI,FC300C,202,3.6,2.8,1/25,1
V0YbWqOCsd4,FUJIFILM,X-T2,200,48.4,5.6,1/400,0
LYK3ksSQyeo,Canon,Canon EOS 5D Mark IV,100,104,4,1/125,0
jxslQxviEJ0,FUJIFILM,X-T1,200,60,2.4,1/300,1
yb3hsmz4utg,NIKON CORPORATION,NIKON D7000,320,35,1.8,1/100,1
1HmtbpxZ5aI,Canon,Canon EOS 70D,200,16,9,1/125,0
npwjNTG_SQA,,,,,,,1
Pd3k4UDryf8,,,,,,,0
Btja2ka4R-k,Canon,Canon EOS 5D Mark II,800,16,10,1/400,1
ewgeSo_WYYE,SONY,ILCE-6000,100,,,1/640,1
cokIcMulPJA,,,,,,,1
nvm0MQU6iEU,,,,,,,0
BQolqSUXExk,NIKON CORPORATION,NIKON D750,100,50,1.4,1/100,0
wA-dbT3FJnE,,,,,,,0
9D3swqmEFjk,,,,,,,0
uwq9fWZ4ThE,Canon,Canon EOS 6D,100,50,2,1/320,1
hcfyt4OHHgY,,,,,,,1
Lza9A9l3rRs,NIKON CORPORATION,NIKON D810,1250,500,4,1/3200,1
F-jesbuPaeg,,,,,,,0
Av-CbYallAE,Panasonic,DMC-FZ300,800,20.9,2.8,1/125,1
eshEeI2pzi0,NIKON CORPORATION,NIKON D750,8000,24,2.8,20,1
oyTN8p5KawA,,,,,,,0
GfZXZqWJj1c,NIKON CORPORATION,NIKON D750,100,70,7.1,1/30,0
NpQSAv29evU,Canon,Canon PowerShot S95,80,6,2,1/800,1
Ir1P6OhJJqA,FUJIFILM,X-T2,500,90,1,1/160,1
fh2JefbNlII,Canon,Canon EOS 70D,800,50,6.3,1/3200,0
jSjgQmaQtVQ,Canon,Canon EOS 5D Mark III,400,50,4,1/1000,1
iMPND6oFrLo,Canon,Canon EOS 5D Mark III,50,50,1.8,1/200,0
0Act4VHAn1U,Canon,Canon EOS 80D,5000,17,4,1/1250,0
VIcTzkzNZR8,NIKON CORPORATION,NIKON D3400,1100,280,6.3,1/400,0
9J1fWKaWtjU,DJI,FC220,100,4.7,2.2,1/4000,0
GMsu5-mw7Bs,,,,,,,0
En7oa07OXTo,SONY,ILCA-68,100,0,,1/125,0
kvLBpUYjU80,NIKON CORPORATION,NIKON D610,800,24,2.8,20,1
WBOXY5oyoKg,Panasonic,DMC-G7,200,42,9,1/400,0
pvN2u4wDsZI,Canon,Canon EOS REBEL SL1,1600,50,1.8,1/80,0
DOkuHj2FxRM,SONY,ILCE-7SM2,1000,140,2.8,1/800,1
jlG3A34mvRE,DJI,FC220,275,4.7,2.2,1/25,1
eQ_icBB_jFk,Canon,Canon EOS 70D,,135,5.6,,1
ZUMtJb6XbhE,,,,,,,1
DN_yjgCAShE,Canon,Canon EOS 5D Mark II,100,47,7.1,1/100,0
hxhmflnl5d8,NIKON CORPORATION,NIKON D5300,160,50,4.8,1/750,1
CPIxSGoAKOQ,NIKON CORPORATION,NIKON D750,1250,90,4,1/200,1
sPGETxyXQ88,Canon,Canon EOS 70D,200,50,6.3,1/400,1
Yqljy-LwWQc,Canon,Canon EOS 7D,100,18,3.5,449,1
3wTkYP5fP3g,"RICOH IMAGING COMPANY, LTD.",PENTAX K-3,100,29,8,1/320,1
VBBGigIuaDY,,,,,,,0
8G85qt-OmK0,Canon,Canon EOS 5D Mark IV,125,200,2.8,1/500,0
IZd81d-hZ3s,Canon,Canon EOS-1D X,200,400,4,1/1250,1
WRrGflm_Umo,SONY,DSLR-A850,400,300,5.6,1/80,1
ZVRuAo9viVs,Canon,Canon EOS Rebel T6,800,300,5.6,1/500,1
3ygQFZk58ys,Canon,Canon PowerShot G5 X,800,36.8,7.1,1/400,1
QBL4mmt4e6U,NIKON CORPORATION,NIKON D800E,6400,16,5,1/13,1
Rcvf6-n1gc8,Canon,Canon EOS 80D,6400,135,5.6,1/100,1
FavFCFuToYs,Apple,iPhone X,20,4,1.8,1/1715,0
T3WsIW4QwDU,Nikon,NIKON D750,200,70,8,1/1250,1
kq5qq5_mEv4,,,,,,,0
BHuC9BoigOU,NIKON CORPORATION,NIKON D3200,400,35,2.8,1/400,0
ZJJnafokhsQ,NIKON CORPORATION,NIKON D750,640,24,2.8,151,0
FDGDNGqwAfU,DJI,FC220,100,4.7,2.2,1/640,1
jMyziwK8XOI,Canon,Canon EOS REBEL T5,100,30,1.4,1/320,1
q75IeWLT738,Canon,Canon EOS 7D,3200,17,4,30,1
gRr64-OCKy0,Canon,Canon EOS 60D,500,50,1.8,1/100,1
VNRChSb55s8,FUJIFILM,X-T2,100,35,8,0.5,0
URnWOJX8wW4,Canon,Canon EOS 6D,800,50,1.6,1/80,0
eDvcl8d1jnE,DJI,FC1102,100,4.5,2.6,1/800,1
xmO2tzc2eDA,Canon,Canon EOS 60D,100,52,5,1/100,1
lpddCskeg4A,Canon,Canon EOS 6D,100,105,8,1/400,0
S0c_wsCmlXE,NIKON CORPORATION,NIKON D810,64,24,11,151,1
NCq2PGvLWKM,Canon,Canon EOS 5D Mark IV,1600,35,6.3,1/60,1
w11m2Fy_FXY,NIKON CORPORATION,NIKON D3200,100,50,2.2,1/1250,1
2_mO5_qyevs,DJI,FC300X,400,3.6,2.8,1/160,1
4Y_bVu4j0cA,Panasonic,DC-GX9,200,30,2.8,1/500,1
ZBAE8NAyApw,Canon,Canon EOS 70D,160,35,4,1/750,0
WKKG5oYx3qA,Canon,EOS 6D,,,,,1
hAw0XnvMgns,Sony,,,,,,1
SE4jDznVwRg,Canon,Canon EOS 6D,400,17,8,1/60,0
BeDY9KuP0sI,FUJIFILM,X-T2,200,90,2,1/100,0
bFRkux6F2Pc,,,,,,,0
VU0vy7rnBDg,Canon,Canon EOS 6D,200,50,2.2,1/4000,1
3ZKgqa8p2f4,Canon,EOS 5D Mark III,1600,50,2.8,1/500,1
OxbuqhIxtOg,SONY,ILCE-7RM3,100,85,1.4,1/1250,0
eEnF1u-xupM,,,,,,,0
YK8Mvocj6yE,,,,,,,1
PBbHhOAYvEM,Apple,iPhone,,,,,0
YtwIas3Bnjw,SONY,ILCE-7RM3,100,400,5.6,1/800,0
5TpBhNBPAE8,NIKON CORPORATION,NIKON D810,64,240,5.3,1/1250,1
RMWO3QYvcEY,Canon,Canon EOS 5DS,500,70,4,1/5000,1
VCSk5E-I4tE,SONY,ILCE-7M2,1600,55,2.8,1/60,1
-tXcEuihgzE,,,,,,,1
oH_ms8DfItI,SONY,ILCE-7RM3,100,85,1.4,1/3200,0
i7qnaWkt6iA,Canon,Canon EOS 1300D,100,147,8,1/10,0
gOc3VRa-eas,SONY,DSC-RX100M4,125,25.3,4,1/400,0
4IP4cPyyzRU,Canon,Canon EOS 7D,1600,50,1.8,1/160,0
bVwe2yS6Dsk,Canon,Canon EOS 5D Mark III,400,,,1/80,1
T52Iey5L3gk,Canon,Canon EOS 5D Mark IV,100,24,5,1/60,1
YF4qTRQ2E28,NIKON CORPORATION,NIKON D810,31,24,22,2.5,1
hQTa-4sCanA,Canon,Canon EOS REBEL T5i,100,,,1/500,0
84HandHCrdw,FUJIFILM,X-T2,12800,400,5.6,0.5,1
n0gbxCVQ-wA,SONY,ILCE-7RM3,100,35,5,1/40,1
ikU9mkrCAdQ,Canon,Canon EOS 5D Mark IV,640,38,10,1/1250,0
XyqwK1vvCDE,Ricoh,Pentax K-1,1600,43,2,750,0
J7424lT_e-A,Canon,Canon EOS 800D,800,50,1.8,1/400,0
W4B39dbQo_U,NIKON CORPORATION,NIKON D3200,800,50,5,1/4000,1
ex7j-sLCJL8,Canon,Canon EOS 5D Mark III,4000,,,30,1
7CwF-4IbqBo,Canon,Canon EOS 5D Mark IV,400,40,4,1/200,0
7RDsNSudv0U,Apple,iPhone 5,50,4.1,2.4,1/1323,0
uC21aXJ7yQs,NIKON CORPORATION,NIKON D3300,3200,18,3.5,20,1
xbeg3GcblgM,NIKON CORPORATION,NIKON D750,100,70,4,1/400,0
XTIUBbxuBoo,SONY,ILCE-7RM2,100,85,5,1/1250,0
w-LpijUp8yw,Canon,Canon EOS 7D,100,32,16,1/100,0
IgRQVZq7E3M,,,,,,,0
9CjgeMAM2SI,FUJIFILM,X-T20,200,24.3,5.6,1/640,0
l3GaHpldUs8,Google,Pixel 2 XL,90,4.5,1.8,1/1500,0
7UFvf-r8P0I,Canon,Canon EOS 80D,100,24,2.8,1/640,0
5Id-tBbA3Ys,KONICA MINOLTA,DYNAX 5D,800,400,8,1/400,1
Fox_fDW_36A,Canon,Canon EOS 5D Mark IV,1000,70,4,1/320,0
XWInxudi0JM,Canon,Canon EOS 6D,100,85,5.6,1/500,0
s8WyUW2jIyA,Canon,Canon EOS 5D Mark III,100,70,2.8,1/500,1
0BVBTXuh2tA,Google,Pixel 2,59,4.4,1.8,1/5800,0
yATLTPMkPa0,NIKON CORPORATION,NIKON D750,1600,60,2.8,1/250,1
hixInNwUURE,,,,,,,0
v1Mxj6AD-FE,Canon,Canon EOS 6D,100,85,5.6,1/1000,0
FKKMDuOT57k,NIKON CORPORATION,NIKON D7100,100,50,3.2,1/2000,0
zGCbrmpbOgs,Canon,Canon EOS 6D,125,85,6.7,1/90,1
6Gf1U9KEaZc,,,,,,,1
c-kCO7LWX2k,Canon,Canon EOS 5D Mark III,2500,50,1.8,1/200,1
9je_jDd48G8,Canon,Canon EOS 6D,100,17,11,1/320,1
oakCf0sQT18,Canon,Canon PowerShot G5 X,640,36.8,10,1/500,0
t3HVjP4xNsg,Canon,Canon EOS-1D X Mark II,800,300,7.1,1/3200,1
KZC7BJo0Cl0,Canon,Canon EOS 400D DIGITAL,100,21,6.3,1/400,1
zH3lXIVgpRM,Panasonic,DC-G9,100,14,2.5,1/640,0
iAGWGrTz8Ds,,,,,,,1
dtWVBGY5PS0,Canon,Canon EOS 5D Mark III,100,70,11,24,0
L6dbA1JxjKQ,Canon,350d,,,,,1
WecIqruEZfo,SONY,ILCE-6500,400,22,4,1/160,1
6DkEQoRUeQc,FUJIFILM,X-T1,320,218.7,7.1,1/500,1
-xLy69vFazs,Canon ,6D Mark II,160,56,2.8,1/1000,0
SKr_5m_yTC0,Canon,Canon EOS 6D Mark II,200,24,14,8,1
pZdi_8Zz75c,NIKON CORPORATION,NIKON D7000,400,50,2.8,1/60,0
x5MPo4MeIrA,,,,,,,1
4qKU0oXGOio,FUJIFILM,X-H1,200,34.5,4.3,1/1000,1
SdAiz5q0KV4,Canon,Canon EOS 5D Mark IV,2500,15,2.8,10,0
ER3C_Lv_NdA,DJI,FC220,100,4.7,2.2,1/900,1
0QZOCgk10w4,Canon,Canon EOS 5D Mark II,100,24,2.8,1/800,1
rguj49-IEnQ,SONY,ILCE-7RM3,100,55,4,1/3200,0
sdNuc7D1dcU,NIKON CORPORATION,D7100,,,,,0
-UsvhirEIeI,LEICA CAMERA AG,LEICA X1,100,24,2.8,1/2000,1
1TSFZpdOaW4,NIKON CORPORATION,NIKON D800,400,200,8,1/320,0
HX66DQIezmc,SONY,ILCE-7M3,100,98,10,1/320,1
tw6EH_9R1fE,,,,,,,1
m-MaEPOxKNE,SONY,ILCE-7M3,100,70,7.1,1/500,0
neVC3KwUv5s,DJI,FC220,100,4.7,2.2,1/140,0
VvYzZeTAqm4,NIKON CORPORATION,NIKON D750,100,200,2.8,1/200,0
PVF5lMJ46uQ,,,,,,,1
REeXDhZsWtY,Canon,Canon EOS 5D Mark III,1600,35,2,1/100,1
aNzyRSIv7fE,NIKON CORPORATION,NIKON D800,100,24,2.8,1/200,0
qyGdjuaLDkc,,,,,,,0
hcVtC5pgZTY,NIKON CORPORATION,NIKON D7100,100,230,5,1/500,0
cVIh2tG7Rd8,NIKON CORPORATION,NIKON D3200,200,50,2.8,1/800,1
sLm-g51KSo0,,,,,,,1
bebw3CvfOlU,Canon,Canon EOS 6D,250,70,6.3,1/100,0
bmP8_ADi6wU,Nikon,D750,100,105,18,1/200,0
7OLN3JOPRYI,,,,,,,0
NCCadIuk-pY,NIKON CORPORATION,NIKON D90,640,75,4,1/80,0
b1KUMfBOGdg,DJI,FC2103,100,4.5,2.8,1/30,1
cAdVc6gIzVQ,Canon,Canon EOS 5D Mark IV,100,24,2.8,1/320,0
JCUcCpptkz8,SONY,ILCE-7M2,6400,50,1.4,1/60,1
9_53Y1MqCV4,SONY,ILCE-7M3,100,25,8,6,1
W-6OVTrVoR0,Canon,Canon EOS REBEL T5,200,25,4,1/30,1
Gh6gW0NTE8s,DJI,FC220,100,4.7,2.2,1/1736,1
Sh9ltPas49Q,NIKON CORPORATION,NIKON D3400,800,35,1.8,1/250,0
6uYZHJoXrn8,SONY,ILCE-7RM3,100,85,1.4,1/100,0
R01v7vFyZGo,Canon,Canon EOS 1300D,100,24,9,1/320,0
ZSNyhif9DdU,Canon,Canon EOS 7D Mark II,4000,100,20,1/1000,1
_3ASAiBuVhM,NIKON CORPORATION,NIKON D750,100,50,1.8,1/500,1
I8Fp_haYiLw,Apple,iPhone 8 Plus,20,4,1.8,1/1548,0
fbX8SlrR-gA,Canon,Canon EOS 7D,250,50,11,1/60,1
bGiEiximqpY,SONY,ILCE-6000,640,,,30,1
8bsvwFWVcvE,SONY,ILCE-6500,200,50,1.8,1/1600,1
QRdX9dO8poY,Canon,Canon EOS 1100D,100,43,11,1/320,1
wf8WxQJipkA,Canon,Canon EOS 5D Mark IV,640,200,2.8,1/500,0
HgDOBK2POUM,SONY,ILCE-7RM2,1000,62,5,1/160,0
kZuLR2H-CCs,Canon,Canon EOS 80D,800,81,5.6,1/125,0
JkLVPPwZtg8,Panasonic,DMC-FZ60,200,53.5,4,1/200,1
ZKE9vySEeoI,Canon,Canon EOS 7D Mark II,100,18,5.6,1/400,1
IHGievc9q70,Canon,Canon EOS 1200D,100,50,1.4,1/250,0
4qZxI1Ac01c,Canon,Canon EOS 5D Mark III,400,35,8,1/4000,0
uaQI3BI8ZrA,Canon,Canon EOS 6D,640,85,6.7,1/90,1
uVo1IJToLRU,,,,,,,0
UxArzYUBXpI,NIKON CORPORATION,NIKON D750,100,105,16,2,0
6eFqAdkeRKQ,Canon,Canon EOS 600D,100,270,11,1/250,0
vq_PJkj8K7w,,,,,,,1
9EMpkQwelbc,Apple,iPhone,,,,,1
BUP00jCFJAs,Canon,Canon EOS 700D,400,18,3.5,25,1
D2uldSzTibU,NIKON CORPORATION,NIKON D750,3200,105,4,1/40,1
-M0mQ88b2Zc,NIKON CORPORATION,NIKON D610,100,125,5.6,1/4000,1
l6qAfA84094,DJI,FC6310,800,8.8,4.5,1/80,1
Oq4cMZpHNsk,Sony,ILCE-6300,,,5.6,,1
oyVwqeEi70o,,,,,,,0
YflB1tUAS1c,Canon,Canon EOS 5DS,100,50,1.4,1/8000,0
5B4PbZzKVBw,Canon,Canon EOS 600D,100,50,1.4,1/750,0
lxbeHfdLQB8,NIKON CORPORATION,NIKON D5300,125,18,9,1/800,1
2cXz6dZ7jVE,NIKON CORPORATION,NIKON D750,125,70,18,5,0
wj8ln29QWks,Canon,Canon EOS 70D,100,70,2.8,1/640,1
6xn0wsneuY8,,,,,,,0
dDdZ-cbku7I,NIKON CORPORATION,NIKON D5300,100,22,8,1/50,0
4Y_wBtaxlbU,,,,,,,1
rvYTYQJoW3c,Canon,Canon EOS 5D Mark III,1600,235,5,1/640,0
D3TciOBZhRw,,,,,,,1
cbsoCwo44Y0,DJI,FC2103,200,4.5,2.8,1/30,1
VivzPEYabew,,,,,,,0
BRY1Q8e07zo,Canon,Canon EOS REBEL T1i,100,50,6.3,1/1250,1
ZPRJBwzY-Cg,SONY,ILCE-7RM2,160,28,2,1/125,0
24BXMwhpFGg,SONY,ILCE-6300,160,30,1.4,1/100,0
rnKqWvO80Y4,Canon,Canon EOS 77D,100,19,7.1,13,1
mP1JmEM5Jvs,NIKON CORPORATION,NIKON D5100,720,11,5.6,30,1
NdvwatMI8EQ,Canon,Canon EOS 700D,1600,133,4.5,2,1
QQcY5YPqG-M,NIKON CORPORATION,NIKON D850,160,50,2.8,1/60,1
Tx0MZO77lCs,sony,alpha 7s,800,20,1.7,13,1
SPoHKx9dOJM,Canon,Canon EOS 5D Mark III,640,50,7.1,1/125,1
c5Fm2UZwzBU,Canon,EOS 5D Mark IV,200,91,6.3,1/160,1
fJInpDsM-Mw,Apple,iPhone 7,20,4,1.8,1/3200,0
GK0sAWELI-I,NIKON,NIKON D750,200,17,8,1/160,1
0BQF3phvLC8,Canon,eos 5D mark iv,100,35,1.4,,0
Xb8-etU90Ko,Canon,Canon EOS-1D X,400,325,7.1,1/800,1
4x82dSkKqEs,NIKON CORPORATION,NIKON D5300,100,35,3.2,1/200,0
oROoBerFkCA,DJI,FC220,115,4.7,2.2,1/100,1
Zo2RGmUEoH8,,,,,,,0
uYp5bsGm-2E,Canon,Canon EOS 6D,1250,85,11,1/90,0
-kzGzUsE6kc,FUJIFILM,X-H1,2500,17.4,5,1/500,1
LgfyVnN-c40,SONY,ILCE-7,250,70,5.6,1/80,1
VxC-EsSTYtQ,DJI,FC220,100,4.7,2.2,1/3200,1
sYX3gNz2Ams,DJI,FC220,103,4.7,2.2,1/50,1
SGjy7glCQyg,,,,,,,0
WdTf_3LLy4k,Panasonic,DC-GH5,400,43,1.2,1/200,1
qo-90E5WNUg,NIKON CORPORATION,NIKON D4S,100,50,1.8,1/1600,1
GVxJRsudSIU,SONY,SLT-A58,400,45,11,1/500,1
F2olcCyRQBw,Fujica,STX-1,400,55,2.2,,0
G_0dz7VPaic,Canon,Canon EOS 450D,800,70,2.8,4,1
bvQxbdjyRrg,SONY,ILCE-7RM2,50,50,1.8,1/6400,1
eSB6hpSU1hk,Canon,Canon EOS 6D,100,85,2.5,1/4000,0
5o6NIQG0l_s,,,,,,,0
INhXT8mOB00,Canon,Canon EOS 6D,160,50,1.2,1/4000,0
tPGDYGDVT-w,Canon,Canon EOS 750D,160,100,5.6,1/160,1
Ss7TNu1QEH8,Canon,Canon EOS 550D,200,300,8,1/125,1
5fDa0X-8z3w,NIKON CORPORATION,NIKON D5200,100,50,1.8,1/400,1
wIrbHI_NiRY,,,,,,,1
zdR-LzX6wj0,NIKON CORPORATION,NIKON Z 6,100,35,1.4,1/2500,1
5xXKOWWUu7I,SONY,ILCE-7RM3,640,119,4,1/1000,1
xqC7hdLMpgk,NIKON CORPORATION,NIKON D5200,100,35,1.8,1/50,0
dK6RfYdSoWI,,,,,,,0
CyArU4hGG04,Canon,Canon EOS 6D Mark II,100,50,2.2,1/400,0
phe3rZuNTl0,,,,,,,0
qb4s8PmzBo0,SONY,ILCE-7RM3,100,41,3.2,1/1000,1
DZujlgxCwXQ,DJI,FC220,100,4.7,2.2,1/800,1
Z38tG-Wk2IQ,Canon,Canon EOS 6D,100,35,2.8,1/4000,0
vDX1H7HPyus,NIKON CORPORATION,NIKON D3400,400,35,1.8,1/1250,0
aFECycgqgLI,Sony,E5603,149,4.6,2.2,1/50,1
reYDl88Nah0,DJI,Mavic Pro,,,,,1
K50_EI8qwDE,Canon,Canon EOS 500D,100,50,3.5,1/1000,0
lgyV1UrUpvY,Canon,Canon EOS 5D Mark III,800,220,6.3,1/1000,0
A_6KbwLuVgk,Canon,Canon EOS 5D Mark III,800,,,1/160,1
F0VCL60pArg,Hasselblad,L1D-20c,100,10.3,5.6,1/240,0
7NE9jk3EUKw,NIKON CORPORATION,NIKON D80,,,,,0
QrRSm-QbjW0,FUJIFILM,X-T1,200,56,3.6,1/140,0
eNSr7jJXm_4,NIKON CORPORATION,NIKON D750,100,24,7.1,25,0
zRtPCjFUiC8,Canon,Canon EOS 5D,400,35,2,1/8000,0
VFdQVKezaec,,,,,,,0
X8X5l0BDPk0,Canon,Canon EOS 7D,1000,50,3.5,1/800,0
oZzoDW61aoM,FUJIFILM,X-T20,200,50,4.5,1/2000,1
PGeslSkvPQg,,,,,,,1
SowpP14j4vU,FUJIFILM,X100F,400,23,2.8,1/2000,1
Y0rHRcQFhaU,,,,,,,0
pzwy4dL_huU,DJI,FC6310,200,8.8,2.8,1/1000,0
V8aqozDhJZM,,,,,,,1
gTccxJuh2qs,Canon,Canon EOS 5D Mark IV,100,17,4,1/100,0
D8R_txR_0PE,SONY,ILCE-7RM3,100,40,8,1/320,1
oLIK3KOkWh4,NIKON CORPORATION,NIKON D5300,400,55,5.6,1/3200,0
C8DsWqsrEAA,NIKON CORPORATION,NIKON D7000,100,45,4.5,1/400,1
UjbaffVRsYc,NIKON CORPORATION,NIKON D5300,1250,50,1.8,1/2000,0
KFeFkg_l45Y,FUJIFILM,X-T20,200,55,4,1/250,1
U29SYhLxVsg,,,,,,,0
yKMl-xwSSmM,Canon,Canon EOS 700D,250,35,22,1/60,1
mKlqiRl9gVw,Canon,Canon EOS 700D,100,50,1.8,1/3200,0
oUBAWnihnXM,SONY,ILCE-7,400,103,4,1/50,1
1hJK0Iv7Bs0,Fujica,STX-1,400,55,2.2,,0
Mye8t_m1gac,Hasselblad,L1D-20c,400,10.3,5,1/120,1
kepMiJ7tmGs,NIKON CORPORATION,NIKON D7100,100,15,2.4,40.2,1
ooaXQSN2RVc,DJI,FC220,100,4.7,2.2,1/4000,0
EeZueZwo_kE,NIKON CORPORATION,NIKON D3300,400,11,2.8,30,1
FemzgBWP7tE,Canon,Canon EOS 750D,200,50,1.8,1/640,0
y4eZB73FFU4,Canon,Canon EOS 6D,100,50,2.8,1/2000,0
JP7R-PJ1JPY,Canon,Canon EOS 7D Mark II,500,50,1.8,1/8000,1
XxXaqVlBkOM,Canon,Canon EOS 200D,3200,18,3.5,13,1
718nqUl20Mo,Canon,Canon EOS Rebel T7i,800,50,1.8,1/400,0
0PkOD-soy_M,SONY,ILCE-7RM3,3200,30,2.8,1/10,1
GyI4XacdRaU,Apple,iPhone 7 Plus,32,4,1.8,1/33,1
Hkk_RdYxHO0,sony,Alpha a7Rii,40,,28,1/3,1
f9h2BCbcFGU,Panasonic,DMC-GX7,200,20,2.5,1/200,0
Uex2QEEvKhg,,,,,,,0
RGFntcLI8Go,NIKON CORPORATION,NIKON D700,200,50,16,1.3,0
pMO-sf6mjIs,DJI,FC2103,200,4.5,2.8,1/20,1
LochJVSdNLA,Canon,Canon EOS 6D,100,85,6.7,1/30,1
eL2AJgHbu-E,SONY,SLT-A77V,200,100,5.6,1/160,1
iflUHY8zMYc,Canon,Canon EOS 5D Mark IV,500,17,4,1/250,0
xPc7Osbp3dQ,SONY,ILCE-7M2,3200,,,30,0
yKODRI_6NjE,Canon,Canon EOS 6D,100,85,4.5,1/250,0
Tw_VQuS3Xio,Nikon,D5500,,,,,0
wHm-Yos67KM,NIKON CORPORATION,NIKON D5100,160,50,1.8,1/640,0
aexdWGJu7Gs,NIKON CORPORATION,NIKON D7000,100,10,9,1/320,1
7HME278EgxQ,Canon,Canon EOS 5D Mark IV,320,35,2.5,1/200,0
ao6LnfSepTk,Apple,iPhone 7 Plus,20,4,1.8,1/929,0
i54owgDjXeY,SONY,ILCE-6000,640,21,4.5,1/30,1
DGTCVaFzvhM,Canon,Canon EOS 6D,100,34,4,1/160,1
jAMNrW6zmKo,Canon,Canon EOS 6D,100,50,1.8,1/1250,1
3Eax7IYlEyc,,,,,,,1
j_ch0zV7wd8,,,,,,,1
IE2Z11zKsso,Canon,Canon EOS 80D,160,24,2.8,1/200,0
hp_54rTyjQw,NIKON CORPORATION,NIKON D750,50,35,1.4,1/200,1
0b4sfNTqBLU,Canon,EOS 5D Mark IV,400,85,11,,1
tSVYjmyQn5E,Dji,Mavic pro,,,,,1
wypWVHGOgns,NIKON CORPORATION,NIKON D5300,900,35,4.5,1/60,0
xQSLtWJqJ14,SONY,ILCE-6000,100,24,1.8,1/125,1
mQM4EK5QZeE,Sony,alpha a5000,,,,,1
cXfbr2pP9Ck,SONY,ILCE-7M2,400,,,1/5000,0
0O4fhk7ZxAc,DJI,FC2204,100,4.4,2.8,1/400,1
ry101IF-axU,NIKON CORPORATION,NIKON D850,100,35,3.5,1/800,1
DmlNFRENGYQ,SONY,ILCE-7M3,1250,70,4,1/80,1
cR88oyyXdPk,NIKON CORPORATION,NIKON D5200,400,35,6.3,1/250,0
Vv4Kl5WIfKw,EASTMAN KODAK COMPANY,KODAK Z712 IS ZOOM DIGITAL CAMERA,64,57.7,4.5,1/60,1
wmRxznq4Ako,Canon,Canon EOS 60D,2500,100,4,1/400,0
TB666yXGV1g,SONY,ILCE-7RM3,100,16,8,1/200,1
XqY8Ql6ldbY,SONY,ILCE-6000,125,,,1/125,1
UNGYOAr0w5k,Canon,Canon EOS 80D,100,24,2.8,1/3200,0
Ynb1v7l3B_0,SONY,ILCE-9,100,170,5.6,1/160,1
zH8YU5X1mGc,Canon,Canon EOS Rebel T6i,100,50,2.2,1/4000,0
bATGYGF8XK0,Canon,Canon EOS R,1600,24,4,20,1
aYCNRZX-1uc,NIKON CORPORATION,NIKON D7000,100,18,8,20,0
Ff_cmjGYRI0,Canon,Canon EOS 1000D,400,50,2.2,1/250,1
CiZfdjwEH0Y,FUJIFILM,X-T2,400,35,1,1/32000,1
IDC5zZVNxmU,Canon,Canon EOS 5D Mark III,100,35,10,1/160,0
-lslpw4q2uE,Apple,iPhone X,20,4,1.8,1/123,0
